PRACTICE_CODE_DEM,PRACTICE_NAME,PCN_ODS_CODE,PCN_NAME,SUB_ICB_ODS_CODE,SUB_ICB_ONS_CODE,ASS_Declined_GP_Mem_Ass,ASS_Declined_GP_Mem_Clinic,ASS_Received_GP,ASS_Received_GP_Mem_Ass,ASS_Received_GP_Mem_Clinic,DEMENTIA_REGISTER_0_64,DEMENTIA_REGISTER_65_PLUS,DIAG_Declined_Care_Plan,DIAG_Received_Care_Plan,DIAG_Received_Med_Rev,PAT_LIST_0_64,PAT_LIST_65_PLUS,PRACTICE_CODE_GP,PRACTICE_POSTCODE,PCN_CODE,ICB_CODE,ICB_NAME,SUPPLIER_NAME
H83037,AUCKLAND SURGERY,U33024,ONE THORNTON HEATH PCN,36L,E38000245,0.0,0.0,14.0,0.0,8.0,3.0,121.0,0.0,66.0,39.0,6457.0,1109.0,H83037,SE19 2DF,U33024,QWE,NHS South West London Integrated Care Board,EMIS
H83039,STOVELL HOUSE SURGERY,U09071,GPNET5 PCN,36L,E38000245,0.0,0.0,6.0,0.0,1.0,0.0,47.0,1.0,31.0,29.0,6904.0,1438.0,H83039,CR0 6AH,U09071,QWE,NHS South West London Integrated Care Board,EMIS
H83042,LEANDER FAMILY PRACTICE,U85744,PRIMARY CARE NORTH CROYDON PCN,36L,E38000245,0.0,0.0,6.0,0.0,2.0,3.0,63.0,0.0,52.0,35.0,8175.0,1143.0,H83042,CR7 6JE,U85744,QWE,NHS South West London Integrated Care Board,EMIS
H83043,SHIRLEY MEDICAL CENTRE,U74798,CROYDON GP SUPER NETWORK PCN,36L,E38000245,0.0,0.0,13.0,0.0,6.0,0.0,75.0,0.0,45.0,7.0,5552.0,1882.0,H83043,CR0 8BH,U74798,QWE,NHS South West London Integrated Care Board,EMIS
H83044,EAST CROYDON MEDICAL CENTRE,U92836,CROYDON LINK PCN,36L,E38000245,0.0,0.0,25.0,0.0,8.0,5.0,120.0,1.0,96.0,53.0,23263.0,2387.0,H83044,CR0 6SD,U92836,QWE,NHS South West London Integrated Care Board,EMIS
H83049,HEADLEY DRIVE SURGERY,U30526,MAYDAY SOUTH PCN,36L,E38000245,0.0,0.0,11.0,0.0,3.0,2.0,8.0,0.0,8.0,*,2425.0,301.0,H83049,CR0 0QL,U30526,QWE,NHS South West London Integrated Care Board,EMIS
H83051,THORNTON ROAD & VALLEY PARK SURGERY,U30526,MAYDAY SOUTH PCN,36L,E38000245,0.0,0.0,6.0,0.0,1.0,2.0,34.0,0.0,28.0,9.0,19166.0,1168.0,H83051,CR0 4YD,U30526,QWE,NHS South West London Integrated Care Board,EMIS
H83052,BRAMLEY AVENUE SURGERY,U38734,SELSDON PURLEY & COULSDON HEALTH PCN,36L,E38000245,0.0,0.0,11.0,0.0,6.0,0.0,22.0,0.0,20.0,*,2233.0,626.0,H83052,CR5 2DR,U38734,QWE,NHS South West London Integrated Care Board,EMIS
H83053,PARCHMORE MEDICAL CENTRE,U33024,ONE THORNTON HEATH PCN,36L,E38000245,0.0,0.0,25.0,0.0,10.0,4.0,91.0,1.0,63.0,32.0,12361.0,1992.0,H83053,CR7 8LY,U33024,QWE,NHS South West London Integrated Care Board,EMIS
H83608,YOUR FAMILY PRACTICE,U85744,PRIMARY CARE NORTH CROYDON PCN,36L,E38000245,0.0,0.0,14.0,1.0,5.0,4.0,43.0,0.0,32.0,14.0,10340.0,1109.0,H83608,CR7 7JH,U85744,QWE,NHS South West London Integrated Care Board,EMIS
H83609,MERSHAM MEDICAL CENTRE,U33024,ONE THORNTON HEATH PCN,36L,E38000245,0.0,0.0,6.0,1.0,2.0,0.0,31.0,0.0,29.0,17.0,4356.0,656.0,H83609,CR7 8JN,U33024,QWE,NHS South West London Integrated Care Board,EMIS
H83611,SELHURST MEDICAL CENTRE,U74798,CROYDON GP SUPER NETWORK PCN,36L,E38000245,0.0,0.0,6.0,0.0,2.0,1.0,25.0,0.0,13.0,*,5607.0,442.0,H83611,SE25 5QA,U74798,QWE,NHS South West London Integrated Care Board,EMIS
H83624,FAIRVIEW MEDICAL CENTRE,U85744,PRIMARY CARE NORTH CROYDON PCN,36L,E38000245,0.0,0.0,8.0,0.0,5.0,2.0,59.0,0.0,43.0,36.0,7368.0,1086.0,H83624,SW16 5PX,U85744,QWE,NHS South West London Integrated Care Board,EMIS
H83627,BIRDHURST MEDICAL PRACTICE,U09071,GPNET5 PCN,36L,E38000245,0.0,0.0,3.0,0.0,1.0,8.0,141.0,0.0,130.0,113.0,7047.0,964.0,H83627,CR2 7DX,U09071,QWE,NHS South West London Integrated Care Board,EMIS
H83631,GREENSIDE GROUP PRACTICE,U74798,CROYDON GP SUPER NETWORK PCN,36L,E38000245,0.0,0.0,4.0,0.0,0.0,8.0,24.0,0.0,24.0,6.0,10677.0,741.0,H83631,CR0 2UL,U74798,QWE,NHS South West London Integrated Care Board,EMIS
H84002,PARK ROAD SURGERY,U84150,HAMPTON PCN,36L,E38000245,0.0,0.0,15.0,0.0,0.0,4.0,96.0,0.0,73.0,36.0,10208.0,2343.0,H84002,TW11 0AU,U84150,QWE,NHS South West London Integrated Care Board,Unknown
H84006,RICHMOND MEDICAL GROUP,U32828,SHEEN & BARNES PCN,36L,E38000245,0.0,0.0,34.0,0.0,4.0,4.0,146.0,3.0,115.0,43.0,14622.0,2972.0,H84006,SW14 8LP,U32828,QWE,NHS South West London Integrated Care Board,EMIS
H84007,ACORN GROUP PRACTICE,U49896,TEDDINGTON PCN,36L,E38000245,0.0,0.0,8.0,0.0,1.0,1.0,64.0,1.0,52.0,35.0,5966.0,1491.0,H84007,TW1 4EA,U49896,QWE,NHS South West London Integrated Care Board,EMIS
H84010,CANBURY MEDICAL CENTRE,U37262,CANBURY CHURCHILL ORCHARD BERRYLANDS PCN,36L,E38000245,0.0,0.0,33.0,1.0,3.0,1.0,35.0,0.0,24.0,23.0,8109.0,1582.0,H84010,KT2 6HR,U37262,QWE,NHS South West London Integrated Care Board,EMIS
H84012,YORK MEDICAL PRACTICE,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,19.0,0.0,5.0,0.0,46.0,0.0,30.0,8.0,12943.0,2045.0,H84012,TW1 3PA,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84015,BRUNSWICK SURGERY,U72231,SURBITON HEALTH CENTRE PCN,36L,E38000245,0.0,0.0,12.0,1.0,2.0,2.0,55.0,0.0,47.0,41.0,7778.0,1210.0,H84015,KT6 6EZ,U72231,QWE,NHS South West London Integrated Care Board,EMIS
H84016,GROVES MEDICAL CENTRE,U88126,NEW MALDEN & WORCESTER PARK PCN,36L,E38000245,0.0,0.0,36.0,0.0,7.0,2.0,240.0,1.0,175.0,92.0,13464.0,3067.0,H84016,KT3 3TX,U88126,QWE,NHS South West London Integrated Care Board,EMIS
H84018,BROAD LANE SURGERY,U84150,HAMPTON PCN,36L,E38000245,1.0,0.0,20.0,1.0,0.0,0.0,30.0,0.0,23.0,6.0,5989.0,1240.0,H84018,TW12 3AX,U84150,QWE,NHS South West London Integrated Care Board,EMIS
H84020,FAIRHILL MEDICAL PRACTICE,U52814,KINGSTON PCN,36L,E38000245,0.0,0.0,10.0,0.0,1.0,1.0,45.0,1.0,19.0,11.0,21338.0,1824.0,H84020,KT2 7PX,U52814,QWE,NHS South West London Integrated Care Board,EMIS
H84023,ESSEX HOUSE SURGERY,U32828,SHEEN & BARNES PCN,36L,E38000245,0.0,0.0,8.0,0.0,0.0,2.0,54.0,0.0,49.0,16.0,11977.0,1791.0,H84023,SW13 0LW,U32828,QWE,NHS South West London Integrated Care Board,Unknown
H84025,HOOK SURGERY,U19424,CHESSINGTON AND SURBITON PCN,36L,E38000245,0.0,0.0,6.0,1.0,1.0,0.0,40.0,0.0,32.0,29.0,6405.0,1099.0,H84025,KT9 2GY,U19424,QWE,NHS South West London Integrated Care Board,EMIS
H84027,CHURCHILL MEDICAL CENTRE,U37262,CANBURY CHURCHILL ORCHARD BERRYLANDS PCN,36L,E38000245,0.0,1.0,37.0,0.0,9.0,2.0,61.0,0.0,42.0,13.0,15398.0,2238.0,H84027,KT2 6PG,U37262,QWE,NHS South West London Integrated Care Board,EMIS
H84030,CENTRAL SURGERY,U72231,SURBITON HEALTH CENTRE PCN,36L,E38000245,0.0,0.0,25.0,1.0,0.0,2.0,171.0,1.0,139.0,107.0,9939.0,2810.0,H84030,KT6 6EZ,U72231,QWE,NHS South West London Integrated Care Board,EMIS
H84031,JUBILEE SURGERY,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,24.0,0.0,4.0,1.0,45.0,0.0,22.0,20.0,4741.0,1055.0,H84031,TW2 6JL,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84032,HAMPTON WICK SURGERY,U49896,TEDDINGTON PCN,36L,E38000245,0.0,0.0,10.0,1.0,2.0,4.0,112.0,0.0,28.0,23.0,7045.0,1850.0,H84032,KT1 4DY,U49896,QWE,NHS South West London Integrated Care Board,EMIS
H84033,ST ALBANS MEDICAL CENTRE,U52814,KINGSTON PCN,36L,E38000245,0.0,0.0,15.0,0.0,4.0,0.0,34.0,0.0,26.0,25.0,5107.0,1363.0,H84033,KT2 5HF,U52814,QWE,NHS South West London Integrated Care Board,EMIS
H84034,ORCHARD PRACTICE,U37262,CANBURY CHURCHILL ORCHARD BERRYLANDS PCN,36L,E38000245,0.0,0.0,26.0,0.0,10.0,2.0,52.0,0.0,27.0,8.0,6975.0,1540.0,H84034,KT9 1AG,U37262,QWE,NHS South West London Integrated Care Board,EMIS
H84039,CROSS DEEP SURGERY,U96434,EAST TWICKENHAM PCN,36L,E38000245,3.0,0.0,28.0,1.0,2.0,3.0,89.0,0.0,71.0,15.0,9855.0,1957.0,H84039,TW1 4QP,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84040,HAMPTON MEDICAL CENTRE,U84150,HAMPTON PCN,36L,E38000245,1.0,1.0,22.0,0.0,0.0,2.0,162.0,0.0,118.0,59.0,8768.0,2516.0,H84040,TW12 2PB,U84150,QWE,NHS South West London Integrated Care Board,EMIS
H84042,HOLMWOOD CORNER SURGERY,U88126,NEW MALDEN & WORCESTER PARK PCN,36L,E38000245,0.0,0.0,49.0,0.0,16.0,6.0,97.0,0.0,66.0,49.0,11478.0,2174.0,H84042,KT3 6DR,U88126,QWE,NHS South West London Integrated Care Board,EMIS
H84044,THE GREEN & FIR ROAD,U49896,TEDDINGTON PCN,36L,E38000245,0.0,0.0,30.0,2.0,8.0,2.0,30.0,0.0,23.0,17.0,7230.0,1112.0,H84044,TW2 5TU,U49896,QWE,NHS South West London Integrated Care Board,EMIS
H84048,TWICKENHAM PARK SURGERY,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,5.0,0.0,4.0,3.0,76.0,0.0,57.0,15.0,7529.0,1138.0,H84048,TW1 2AR,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84050,CHESSINGTON PARK SURGERY,U19424,CHESSINGTON AND SURBITON PCN,36L,E38000245,0.0,0.0,11.0,1.0,2.0,0.0,46.0,0.0,28.0,14.0,6211.0,1317.0,H84050,KT9 2GY,U19424,QWE,NHS South West London Integrated Care Board,EMIS
H84051,ROSELAWN SURGERY,U88126,NEW MALDEN & WORCESTER PARK PCN,36L,E38000245,0.0,0.0,7.0,0.0,0.0,0.0,70.0,0.0,53.0,30.0,6458.0,957.0,H84051,KT3 6AA,U88126,QWE,NHS South West London Integrated Care Board,EMIS
H84053,BERRYLANDS SURGERY,U37262,CANBURY CHURCHILL ORCHARD BERRYLANDS PCN,36L,E38000245,0.0,0.0,4.0,0.0,0.0,1.0,40.0,1.0,30.0,28.0,5563.0,880.0,H84053,KT6 6EZ,U37262,QWE,NHS South West London Integrated Care Board,EMIS
H84054,RED LION ROAD SURGERY,U19424,CHESSINGTON AND SURBITON PCN,36L,E38000245,0.0,0.0,10.0,0.0,0.0,1.0,19.0,0.0,16.0,16.0,3068.0,482.0,H84054,KT6 7QG,U19424,QWE,NHS South West London Integrated Care Board,EMIS
H84055,SHEEN LANE SURGERY,U32828,SHEEN & BARNES PCN,36L,E38000245,0.0,0.0,32.0,0.0,8.0,1.0,76.0,0.0,44.0,32.0,9441.0,1912.0,H84055,SW14 8LP,U32828,QWE,NHS South West London Integrated Care Board,EMIS
H84057,STAINES ROAD MEDICAL CENTRE,U84150,HAMPTON PCN,36L,E38000245,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,7.0,3306.0,425.0,H84057,TW2 5AU,U84150,QWE,NHS South West London Integrated Care Board,EMIS
H84059,THAMESIDE MEDICAL PRACTICE,U49896,TEDDINGTON PCN,36L,E38000245,0.0,0.0,2.0,0.0,0.0,1.0,22.0,0.0,20.0,11.0,4506.0,706.0,H84059,TW11 8HU,U49896,QWE,NHS South West London Integrated Care Board,EMIS
H84060,RICHMOND LOCK SURGERY,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,12.0,0.0,1.0,2.0,25.0,0.0,22.0,13.0,6449.0,1181.0,H84060,TW1 1PS,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84061,KINGSTON HEALTH CENTRE,U52814,KINGSTON PCN,36L,E38000245,0.0,0.0,44.0,1.0,5.0,5.0,44.0,0.0,33.0,28.0,26710.0,2009.0,H84061,KT2 5AD,U52814,QWE,NHS South West London Integrated Care Board,EMIS
H84062,LANGLEY MEDICAL PRACTICE,U72231,SURBITON HEALTH CENTRE PCN,36L,E38000245,0.0,0.0,5.0,1.0,1.0,0.0,70.0,0.0,60.0,56.0,7330.0,1315.0,H84062,KT6 6EZ,U72231,QWE,NHS South West London Integrated Care Board,EMIS
H84618,SUNRAY SURGERY,U19424,CHESSINGTON AND SURBITON PCN,36L,E38000245,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,14.0,12.0,4635.0,681.0,H84618,KT5 9QD,U19424,QWE,NHS South West London Integrated Care Board,EMIS
H84619,CLAREMONT MEDICAL CENTRE,U19424,CHESSINGTON AND SURBITON PCN,36L,E38000245,0.0,0.0,27.0,0.0,0.0,0.0,22.0,0.0,16.0,14.0,9794.0,1088.0,H84619,KT6 6BS,U19424,QWE,NHS South West London Integrated Care Board,EMIS
H84623,HAMPTON HILL MEDICAL CENTRE,U49896,TEDDINGTON PCN,36L,E38000245,0.0,0.0,48.0,0.0,3.0,4.0,53.0,0.0,54.0,16.0,7200.0,1401.0,H84623,TW12 1NY,U49896,QWE,NHS South West London Integrated Care Board,EMIS
H84625,WOODLAWN MEDICAL CENTRE,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,7.0,0.0,4.0,1.0,50.0,0.0,41.0,7.0,4468.0,753.0,H84625,TW2 6EE,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84630,CRANE PARK SURGERY,U96434,EAST TWICKENHAM PCN,36L,E38000245,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,5.0,3310.0,367.0,H84630,TW2 6JL,U96434,QWE,NHS South West London Integrated Care Board,EMIS
H84635,MANOR DRIVE MEDICAL CENTRE,U88126,NEW MALDEN & WORCESTER PARK PCN,36L,E38000245,0.0,0.0,46.0,0.0,4.0,2.0,93.0,0.0,79.0,41.0,13812.0,2657.0,H84635,KT4 7LG,U88126,QWE,NHS South West London Integrated Care Board,EMIS
H85001,WANDSWORTH MEDICAL CENTRE,U61963,WANDLE PCN,36L,E38000245,0.0,0.0,36.0,22.0,2.0,4.0,32.0,1.0,27.0,11.0,18223.0,1085.0,H85001,SW18 4DD,U61963,QWE,NHS South West London Integrated Care Board,EMIS
H85002,FALCON ROAD MEDICAL CENTRE,U73458,WANDSWORTH PCN,36L,E38000245,0.0,0.0,12.0,2.0,1.0,1.0,28.0,0.0,22.0,17.0,10972.0,928.0,H85002,SW11 2PH,U73458,QWE,NHS South West London Integrated Care Board,EMIS
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,U42154,BATTERSEA PCN,36L,E38000245,0.0,0.0,26.0,0.0,3.0,0.0,35.0,0.0,7.0,*,6108.0,886.0,H85003,SW8 3RX,U42154,QWE,NHS South West London Integrated Care Board,EMIS
H85006,MAYFIELD SURGERY,U97650,PRIME WANDSWORTH PCN,36L,E38000245,0.0,0.0,22.0,0.0,1.0,1.0,53.0,0.0,39.0,29.0,5682.0,853.0,H85006,SW15 4AA,U97650,QWE,NHS South West London Integrated Care Board,EMIS
H85007,SOUTHFIELDS GROUP PRACTICE,U61963,WANDLE PCN,36L,E38000245,0.0,0.0,24.0,1.0,14.0,2.0,59.0,0.0,43.0,19.0,8982.0,1755.0,H85007,SW18 5AE,U61963,QWE,NHS South West London Integrated Care Board,EMIS
H85008,ROEHAMPTON SURGERY,U45842,WEST WANDSWORTH PCN,36L,E38000245,0.0,0.0,11.0,0.0,1.0,2.0,138.0,0.0,105.0,80.0,5550.0,1109.0,H85008,SW15 4HN,U45842,QWE,NHS South West London Integrated Care Board,EMIS
H85009,BEDFORD HILL FAMILY PRACTICE,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,0.0,0.0,32.0,0.0,7.0,2.0,57.0,0.0,41.0,34.0,12556.0,1578.0,H85009,SW12 9HS,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85011,GREYSWOOD PRACTICE,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,0.0,0.0,20.0,1.0,5.0,3.0,61.0,0.0,48.0,40.0,9099.0,1370.0,H85011,SW16 6PX,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,U45842,WEST WANDSWORTH PCN,36L,E38000245,0.0,1.0,48.0,4.0,9.0,2.0,141.0,0.0,117.0,98.0,21531.0,2672.0,H85012,SW15 6TQ,U45842,QWE,NHS South West London Integrated Care Board,EMIS
H85018,MULGRAVE ROAD SURGERY,U07607,CENTRAL SUTTON PCN,36L,E38000245,0.0,1.0,23.0,0.0,5.0,1.0,47.0,0.0,35.0,28.0,7318.0,1420.0,H85018,SM2 6LX,U07607,QWE,NHS South West London Integrated Care Board,EMIS
H85020,NELSON MEDICAL PRACTICE,U44050,SOUTH WEST MERTON PCN,36L,E38000245,0.0,0.0,25.0,1.0,2.0,5.0,226.0,1.0,179.0,129.0,27816.0,4642.0,H85020,SW20 8DA,U44050,QWE,NHS South West London Integrated Care Board,EMIS
H85022,PARK ROAD MEDICAL CENTRE,U66620,WALLINGTON PCN,36L,E38000245,0.0,0.0,25.0,5.0,4.0,0.0,22.0,0.0,20.0,6.0,4244.0,671.0,H85022,SM6 8AW,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85024,MITCHAM & TOOTING HEALTH,U77811,NORTH MERTON PCN,36L,E38000245,0.0,0.0,8.0,0.0,1.0,3.0,101.0,0.0,75.0,40.0,6791.0,1231.0,H85024,CR4 3PR,U77811,QWE,NHS South West London Integrated Care Board,EMIS
H85026,FRANCIS GROVE SURGERY,U00070,WEST MERTON PCN,36L,E38000245,0.0,0.0,11.0,1.0,0.0,1.0,37.0,1.0,31.0,11.0,13330.0,1557.0,H85026,SW19 4DL,U00070,QWE,NHS South West London Integrated Care Board,EMIS
H85027,WIMBLEDON VILLAGE SURGERY,U52546,NORTH WEST MERTON PCN,36L,E38000245,0.0,0.0,24.0,1.0,6.0,1.0,148.0,2.0,131.0,107.0,10430.0,2822.0,H85027,SW19 5BY,U52546,QWE,NHS South West London Integrated Care Board,EMIS
H85028,WIMBLEDON MEDICAL PRACTICE,U52546,NORTH WEST MERTON PCN,36L,E38000245,0.0,0.0,31.0,0.0,1.0,1.0,62.0,0.0,8.0,7.0,9801.0,1142.0,H85028,SW19 1NX,U52546,QWE,NHS South West London Integrated Care Board,EMIS
H85030,OLD COURT HOUSE SURGERY,U07607,CENTRAL SUTTON PCN,36L,E38000245,1.0,1.0,60.0,18.0,5.0,2.0,112.0,0.0,88.0,53.0,10767.0,2399.0,H85030,SM1 4AF,U07607,QWE,NHS South West London Integrated Care Board,EMIS
H85031,BENHILL & BELMONT GP CENTRE,U92151,CHEAM AND SOUTH SUTTON PCN,36L,E38000245,0.0,0.0,18.0,0.0,4.0,4.0,146.0,0.0,121.0,103.0,10027.0,1834.0,H85031,SM1 4EB,U92151,QWE,NHS South West London Integrated Care Board,EMIS
H85033,TAMWORTH HOUSE MEDICAL CENTRE,U45943,EAST MERTON PCN,36L,E38000245,0.0,0.0,16.0,0.0,1.0,7.0,75.0,0.0,52.0,34.0,8180.0,1506.0,H85033,CR4 1DL,U45943,QWE,NHS South West London Integrated Care Board,EMIS
H85038,CRICKET GREEN MEDICAL PRACTICE,U45943,EAST MERTON PCN,36L,E38000245,0.0,0.0,26.0,0.0,2.0,5.0,114.0,0.0,93.0,77.0,9716.0,1558.0,H85038,CR4 3DA,U45943,QWE,NHS South West London Integrated Care Board,EMIS
H85041,EARLSFIELD SURGERY,U61963,WANDLE PCN,36L,E38000245,1.0,0.0,26.0,2.0,3.0,3.0,45.0,0.0,30.0,20.0,13990.0,1183.0,H85041,SW18 4HH,U61963,QWE,NHS South West London Integrated Care Board,EMIS
H85045,BRIDGE LANE GROUP PRACTICE,U42154,BATTERSEA PCN,36L,E38000245,0.0,1.0,57.0,19.0,7.0,2.0,81.0,0.0,65.0,47.0,11921.0,1954.0,H85045,SW11 3AD,U42154,QWE,NHS South West London Integrated Care Board,EMIS
H85047,CHATFIELD HEALTH CARE,U73458,WANDSWORTH PCN,36L,E38000245,0.0,1.0,29.0,4.0,5.0,3.0,74.0,0.0,64.0,42.0,11154.0,1442.0,H85047,SW11 3UJ,U73458,QWE,NHS South West London Integrated Care Board,EMIS
H85048,BROCKLEBANK GROUP PRACTICE,U71206,BROCKLEBANK PCN,36L,E38000245,0.0,0.0,9.0,1.0,4.0,3.0,91.0,0.0,72.0,37.0,14528.0,1693.0,H85048,SW18 4DU,U71206,QWE,NHS South West London Integrated Care Board,EMIS
H85049,BATTERSEA RISE GROUP PRACTICE,U42154,BATTERSEA PCN,36L,E38000245,0.0,0.0,12.0,2.0,0.0,0.0,19.0,0.0,18.0,6.0,6179.0,564.0,H85049,SW11 1HG,U42154,QWE,NHS South West London Integrated Care Board,EMIS
H85051,LAMBTON ROAD MEDICAL PRACTICE,U00070,WEST MERTON PCN,36L,E38000245,0.0,0.0,27.0,0.0,5.0,4.0,118.0,0.0,92.0,81.0,16201.0,2304.0,H85051,SW20 0LW,U00070,QWE,NHS South West London Integrated Care Board,EMIS
H85052,STREATHAM PARK SURGERY,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,0.0,0.0,17.0,0.0,4.0,2.0,41.0,0.0,35.0,35.0,3664.0,665.0,H85052,SW16 6LY,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85055,WEST BARNES SURGERY,U88126,NEW MALDEN & WORCESTER PARK PCN,36L,E38000245,0.0,0.0,6.0,0.0,0.0,2.0,67.0,0.0,17.0,9.0,5775.0,1460.0,H85055,KT3 6JD,U88126,QWE,NHS South West London Integrated Care Board,EMIS
H85057,ELBOROUGH STREET SURGERY,U61963,WANDLE PCN,36L,E38000245,0.0,0.0,6.0,1.0,0.0,1.0,19.0,0.0,16.0,8.0,7352.0,706.0,H85057,SW18 5DS,U61963,QWE,NHS South West London Integrated Care Board,EMIS
H85061,HEATHBRIDGE PRACTICE,U97650,PRIME WANDSWORTH PCN,36L,E38000245,0.0,0.0,40.0,0.0,3.0,3.0,69.0,0.0,58.0,44.0,21019.0,2008.0,H85061,SW15 2TL,U97650,QWE,NHS South West London Integrated Care Board,EMIS
H85063,CHEAM GP CENTRE,U92151,CHEAM AND SOUTH SUTTON PCN,36L,E38000245,0.0,0.0,42.0,27.0,5.0,5.0,133.0,1.0,99.0,43.0,9044.0,2875.0,H85063,SM3 8EP,U92151,QWE,NHS South West London Integrated Care Board,EMIS
H85065,ALTON PRACTICE,U45842,WEST WANDSWORTH PCN,36L,E38000245,0.0,1.0,13.0,8.0,4.0,0.0,16.0,0.0,6.0,*,4109.0,406.0,H85065,SW15 4LE,U45842,QWE,NHS South West London Integrated Care Board,EMIS
H85066,BALHAM PARK SURGERY,U02454,NIGHTINGALE PCN,36L,E38000245,0.0,0.0,46.0,7.0,9.0,5.0,89.0,0.0,73.0,65.0,17849.0,1948.0,H85066,SW17 7AW,U02454,QWE,NHS South West London Integrated Care Board,EMIS
H85067,DANEBURY AVENUE SURGERY,U45842,WEST WANDSWORTH PCN,36L,E38000245,0.0,0.0,3.0,0.0,0.0,2.0,11.0,1.0,8.0,*,2611.0,320.0,H85067,SW15 4DU,U45842,QWE,NHS South West London Integrated Care Board,EMIS
H85069,LAVENDER HILL GROUP PRACTICE,U42154,BATTERSEA PCN,36L,E38000245,0.0,0.0,6.0,0.0,0.0,0.0,60.0,1.0,46.0,36.0,13879.0,1266.0,H85069,SW11 5TU,U42154,QWE,NHS South West London Integrated Care Board,EMIS
H85075,HAIDER PRACTICE,U71206,BROCKLEBANK PCN,36L,E38000245,0.0,0.0,59.0,3.0,2.0,0.0,18.0,0.0,18.0,11.0,5094.0,437.0,H85075,SW11 1SW,U71206,QWE,NHS South West London Integrated Care Board,EMIS
H85077,BOLINGBROKE MEDICAL CENTRE,U73458,WANDSWORTH PCN,36L,E38000245,0.0,0.0,23.0,2.0,1.0,0.0,27.0,3.0,17.0,12.0,5899.0,684.0,H85077,SW11 6BF,U73458,QWE,NHS South West London Integrated Care Board,EMIS
H85078,MITCHAM FAMILY PRACTICE,U77811,NORTH MERTON PCN,36L,E38000245,0.0,0.0,9.0,0.0,2.0,1.0,12.0,0.0,10.0,9.0,3904.0,473.0,H85078,CR4 3HS,U77811,QWE,NHS South West London Integrated Care Board,EMIS
H85082,TRIANGLE SURGERY,U61963,WANDLE PCN,36L,E38000245,0.0,0.0,4.0,0.0,1.0,1.0,16.0,0.0,10.0,10.0,4060.0,467.0,H85082,SW18 4HX,U61963,QWE,NHS South West London Integrated Care Board,EMIS
H85087,OPEN DOOR SURGERY,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,2.0,0.0,71.0,63.0,1.0,0.0,48.0,0.0,37.0,24.0,8563.0,1528.0,H85087,SW12 8EU,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,U73458,WANDSWORTH PCN,36L,E38000245,2.0,1.0,10.0,4.0,4.0,1.0,16.0,0.0,15.0,11.0,2161.0,334.0,H85088,SW11 2EJ,U73458,QWE,NHS South West London Integrated Care Board,EMIS
H85090,FIGGES MARSH SURGERY,U45943,EAST MERTON PCN,36L,E38000245,0.0,0.0,15.0,0.0,4.0,2.0,34.0,0.0,26.0,11.0,9982.0,1115.0,H85090,CR4 3LD,U45943,QWE,NHS South West London Integrated Care Board,EMIS
H85092,RIVERHOUSE MEDICAL PRACTICE,U77811,NORTH MERTON PCN,36L,E38000245,0.0,0.0,17.0,9.0,4.0,0.0,22.0,0.0,18.0,17.0,5456.0,677.0,H85092,SW19 1YG,U77811,QWE,NHS South West London Integrated Care Board,EMIS
H85095,ROBIN HOOD LANE HEALTH CENTRE,U07607,CENTRAL SUTTON PCN,36L,E38000245,0.0,0.0,41.0,1.0,7.0,3.0,92.0,3.0,69.0,40.0,14280.0,1697.0,H85095,SM1 2RJ,U07607,QWE,NHS South West London Integrated Care Board,EMIS
H85100,ST PAULS COTTAGE SURGERY,U71206,BROCKLEBANK PCN,36L,E38000245,0.0,0.0,10.0,3.0,2.0,0.0,31.0,0.0,20.0,9.0,6828.0,770.0,H85100,SW19 6EW,U71206,QWE,NHS South West London Integrated Care Board,EMIS
